,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
1360,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1361,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1362,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1363,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1364,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1365,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1366,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1367,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1368,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1369,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1370,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1371,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1372,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1373,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1374,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1375,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1376,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1377,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1378,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1379,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1380,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1381,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1382,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1383,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1384,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1385,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1386,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1387,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1388,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1389,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1390,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1391,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1392,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1393,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1394,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1395,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1396,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1397,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1398,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1399,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1400,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1401,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1402,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1403,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1404,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1405,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1406,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1407,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1408,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1409,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1410,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1411,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1412,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1413,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1414,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1415,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1416,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1417,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1418,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1419,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1420,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1421,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1422,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1423,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1424,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
1425,73.5,0.0,520.8100000000001,544.94,333.4,20.0,6.0,55.15,646.7,42.7,2.75,547.68,54.15,26.33,160.55,1.5,47.7,2.3,5.0,150.1,53.604,88.6,0.0,1.0,241.17000000000002,300.0,21.25,2.0,382.77,12.15,414.67,102.87,304.1,61.3,332.85,124.28899999999999,1.75,153.5,2.8,23.73,2510.852,446.63,2910.05,3.5,448.0,42.8,0.15,10.0
